"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Less than high school graduate","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Some college or associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Margin of Error","","±165","±158","±297","±351","±148","±114","±245","±293","±533","±532","±497","±371","±419","±358","±483","±68","±217","±255","±66","±168","±234","±78","±174","±316","±77","±214","±225","","±77","±355","±468","±44","±356","±467","±62","±45","±34","±64","±62","±16","±62","±72","±70","±19","±19","±3","±42","±43","±14","±120","±100","±79","±50","±61","±49","","(X)","(X)","(X)","(X)","","±1,647","±2,073","±3,412","±2,501","±4,668","±5,200"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","6.2%","27.4%","59.8%","6.6%","(X)","4.2%","6.0%","32.3%","17.6%","13.2%","12.3%","14.3%","89.8%","26.6%","(X)","88.1%","36.9%","(X)","88.8%","36.8%","(X)","93.6%","25.1%","(X)","86.0%","17.3%","","(X)","90.0%","26.3%","(X)","90.1%","26.3%","(X)","57.9%","23.8%","(X)","95.8%","10.2%","(X)","82.6%","50.0%","(X)","73.9%","8.7%","(X)","77.2%","14.9%","(X)","89.4%","35.2%","(X)","75.5%","31.5%","","35.7%","16.7%","11.7%","6.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±2.4","±4.2","±5.2","±2.2","(X)","±0.7","±0.8","±1.5","±1.5","±1.4","±1.0","±1.2","±1.0","±1.4","(X)","±3.8","±4.4","(X)","±3.0","±4.1","(X)","±1.1","±2.2","(X)","±2.1","±2.2","","(X)","±1.0","±1.4","(X)","±1.0","±1.4","(X)","±28.4","±23.4","(X)","±6.0","±8.6","(X)","±10.7","±14.5","(X)","±43.0","±15.0","(X)","±19.1","±14.4","(X)","±8.8","±9.2","(X)","±13.1","±10.4","","±5.8","±2.5","±2.9","±1.8","","(X)","(X)","(X)","(X)","(X)","(X)"
"Saratoga County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","18,822","1,920","4,656","8,226","4,020","169,377","3,264","7,388","40,688","26,401","19,384","39,890","32,362","158,725","72,252","28,037","26,662","13,110","29,507","28,084","16,126","69,072","65,085","28,358","42,761","38,894","14,658","","157,276","148,334","66,048","154,603","145,997","65,157","2,550","2,163","1,090","227","205","106","4,614","4,302","3,528","0","0","0","1,106","709","227","3,604","3,012","1,253","4,569","3,796","1,513","","(X)","(X)","(X)","(X)","","56,339","27,998","39,762","50,062","71,355","84,049"
"        Margin of Error","","±227","±343","±456","±561","±537","±229","±586","±629","±1,345","±1,076","±956","±1,372","±1,359","±853","±1,693","±260","±404","±777","±163","±349","±778","±184","±542","±1,155","±167","±493","±769","","±436","±802","±1,650","±333","±754","±1,679","±255","±280","±252","±106","±89","±73","±316","±301","±290","±30","±30","±30","±317","±260","±110","±456","±425","±303","±116","±247","±253","","(X)","(X)","(X)","(X)","","±1,475","±3,358","±1,632","±1,953","±2,833","±2,370"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.2%","24.7%","43.7%","21.4%","(X)","1.9%","4.4%","24.0%","15.6%","11.4%","23.6%","19.1%","93.7%","42.7%","(X)","95.1%","46.8%","(X)","95.2%","54.7%","(X)","94.2%","41.1%","(X)","91.0%","34.3%","","(X)","94.3%","42.0%","(X)","94.4%","42.1%","(X)","84.8%","42.7%","(X)","90.3%","46.7%","(X)","93.2%","76.5%","(X)","-","-","(X)","64.1%","20.5%","(X)","83.6%","34.8%","(X)","83.1%","33.1%","","20.8%","8.2%","4.5%","2.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.8","±2.4","±3.0","±2.8","(X)","±0.3","±0.4","±0.8","±0.6","±0.6","±0.8","±0.8","±0.5","±1.0","(X)","±1.1","±2.7","(X)","±1.2","±2.6","(X)","±0.7","±1.7","(X)","±1.0","±1.8","","(X)","±0.5","±1.0","(X)","±0.5","±1.1","(X)","±5.4","±7.4","(X)","±11.1","±18.9","(X)","±4.8","±6.0","(X)","**","**","(X)","±12.3","±7.8","(X)","±5.5","±6.9","(X)","±4.8","±5.5","","±3.9","±1.3","±0.8","±0.6","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","9,462","995","2,523","4,428","1,516","83,282","2,018","4,130","20,234","13,060","8,645","20,577","14,618","77,134","35,195","14,585","13,774","5,878","14,905","13,956","7,484","34,152","31,547","14,043","19,640","17,857","7,790","","77,065","72,036","32,220","75,550","70,778","31,803","1,357","1,165","562","124","102","61","2,263","2,071","1,723","0","0","0","639","379","94","1,834","1,381","535","2,440","1,841","662","","(X)","(X)","(X)","(X)","","67,685","28,686","47,407","57,989","90,027","105,449"
"        Margin of Error","","±166","±295","±312","±372","±380","±166","±402","±486","±888","±612","±707","±903","±832","±596","±1,118","±196","±306","±458","±89","±254","±533","±128","±426","±719","±121","±316","±635","","±290","±546","±1,084","±198","±511","±1,085","±196","±220","±193","±73","±57","±47","±213","±208","±176","±30","±30","±30","±205","±174","±79","±307","±299","±174","*****","±196","±176","","(X)","(X)","(X)","(X)","","±1,783","±5,244","±3,022","±4,191","±5,651","±6,658"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.5%","26.7%","46.8%","16.0%","(X)","2.4%","5.0%","24.3%","15.7%","10.4%","24.7%","17.6%","92.6%","42.3%","(X)","94.4%","40.3%","(X)","93.6%","50.2%","(X)","92.4%","41.1%","(X)","90.9%","39.7%","","(X)","93.5%","41.8%","(X)","93.7%","42.1%","(X)","85.9%","41.4%","(X)","82.3%","49.2%","(X)","91.5%","76.1%","(X)","-","-","(X)","59.3%","14.7%","(X)","75.3%","29.2%","(X)","75.5%","27.1%","","18.2%","5.9%","2.4%","2.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±3.1","±3.3","±3.7","±4.0","(X)","±0.5","±0.6","±1.1","±0.7","±0.8","±1.1","±1.0","±0.7","±1.3","(X)","±1.7","±3.0","(X)","±1.6","±3.6","(X)","±1.1","±2.1","(X)","±1.4","±3.3","","(X)","±0.6","±1.4","(X)","±0.6","±1.4","(X)","±7.3","±11.5","(X)","±18.9","±22.8","(X)","±8.9","±9.4","(X)","**","**","(X)","±17.8","±11.8","(X)","±10.8","±8.1","(X)","±8.0","±7.2","","±3.9","±1.2","±0.8","±0.6","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","9,360","925","2,133","3,798","2,504","86,095","1,246","3,258","20,454","13,341","10,739","19,313","17,744","81,591","37,057","13,452","12,888","7,232","14,602","14,128","8,642","34,920","33,538","14,315","23,121","21,037","6,868","","80,211","76,298","33,828","79,053","75,219","33,354","1,193","998","528","103","103","45","2,351","2,231","1,805","0","0","0","467","330","133","1,770","1,631","718","2,129","1,955","851","","(X)","(X)","(X)","(X)","","46,130","27,165","32,850","39,712","51,967","68,694"
"        Margin of Error","","±149","±187","±335","±441","±422","±149","±296","±423","±944","±787","±625","±865","±909","±544","±1,037","±168","±286","±551","±121","±211","±492","±150","±274","±698","±87","±364","±486","","±251","±529","±1,053","±183","±519","±1,062","±142","±145","±151","±50","±50","±33","±167","±183","±200","±30","±30","±30","±166","±136","±71","±270","±269","±188","±117","±151","±155","","(X)","(X)","(X)","(X)","","±1,869","±3,223","±2,010","±1,418","±4,052","±4,019"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","9.9%","22.8%","40.6%","26.8%","(X)","1.4%","3.8%","23.8%","15.5%","12.5%","22.4%","20.6%","94.8%","43.0%","(X)","95.8%","53.8%","(X)","96.8%","59.2%","(X)","96.0%","41.0%","(X)","91.0%","29.7%","","(X)","95.1%","42.2%","(X)","95.2%","42.2%","(X)","83.7%","44.3%","(X)","100.0%","43.7%","(X)","94.9%","76.8%","(X)","-","-","(X)","70.7%","28.5%","(X)","92.1%","40.6%","(X)","91.8%","40.0%","","24.4%","10.6%","6.4%","3.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±2.0","±3.6","±4.6","±4.5","(X)","±0.3","±0.5","±1.1","±0.9","±0.7","±1.0","±1.1","±0.6","±1.2","(X)","±1.6","±3.9","(X)","±1.2","±3.4","(X)","±0.7","±2.0","(X)","±1.5","±2.1","","(X)","±0.6","±1.3","(X)","±0.6","±1.3","(X)","±7.4","±10.1","(X)","±29.6","±24.5","(X)","±3.5","±6.3","(X)","**","**","(X)","±18.0","±12.9","(X)","±4.1","±9.0","(X)","±3.8","±7.2","","±6.0","±1.9","±1.2","±1.0","","(X)","(X)","(X)","(X)","(X)","(X)"
"Schenectady County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","13,950","1,680","4,859","5,615","1,796","109,234","3,330","6,140","29,584","19,629","14,221","20,136","16,194","99,764","36,330","20,584","19,352","7,709","19,756","18,030","7,749","41,948","37,892","12,643","26,946","24,490","8,229","","85,923","80,669","30,785","83,868","78,968","30,377","9,501","8,324","1,542","323","277","10","4,717","3,764","2,086","36","36","15","3,354","2,134","541","5,380","4,560","1,351","6,075","4,878","1,371","","(X)","(X)","(X)","(X)","","47,164","26,217","33,972","44,170","62,493","77,918"
"        Margin of Error","","±44","±351","±593","±507","±346","±104","±396","±670","±1,248","±1,064","±884","±1,069","±958","±731","±1,284","±76","±243","±573","±167","±311","±532","±183","±571","±724","±31","±302","±538","","±539","±689","±1,225","±434","±614","±1,214","±499","±505","±345","±132","±131","±19","±280","±340","±282","±56","±56","±33","±658","±471","±213","±592","±555","±351","*****","±256","±323","","(X)","(X)","(X)","(X)","","±1,482","±1,882","±2,012","±1,973","±2,299","±2,741"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.0%","34.8%","40.3%","12.9%","(X)","3.0%","5.6%","27.1%","18.0%","13.0%","18.4%","14.8%","91.3%","33.3%","(X)","94.0%","37.5%","(X)","91.3%","39.2%","(X)","90.3%","30.1%","(X)","90.9%","30.5%","","(X)","93.9%","35.8%","(X)","94.2%","36.2%","(X)","87.6%","16.2%","(X)","85.8%","3.1%","(X)","79.8%","44.2%","(X)","100.0%","41.7%","(X)","63.6%","16.1%","(X)","84.8%","25.1%","(X)","80.3%","22.6%","","30.8%","12.1%","9.2%","3.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±2.5","±4.2","±3.6","±2.5","(X)","±0.4","±0.6","±1.1","±1.0","±0.8","±1.0","±0.9","±0.7","±1.2","(X)","±1.1","±2.8","(X)","±1.7","±2.7","(X)","±1.2","±1.7","(X)","±1.1","±2.0","","(X)","±0.7","±1.4","(X)","±0.7","±1.4","(X)","±2.8","±3.6","(X)","±18.7","±5.5","(X)","±5.3","±5.4","(X)","±53.1","±58.3","(X)","±7.2","±5.7","(X)","±4.5","±5.4","(X)","±4.2","±5.3","","±4.0","±1.8","±1.7","±0.7","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","7,057","969","2,716","2,645","727","52,467","1,753","3,157","14,073","9,666","6,548","9,833","7,437","47,557","17,270","10,314","9,578","3,115","9,843","8,783","3,408","20,492","18,484","6,362","11,818","10,712","4,385","","40,831","38,040","14,790","39,889","37,250","14,610","4,513","3,940","615","221","186","10","2,278","1,894","1,113","20","20","0","1,960","1,291","194","2,644","2,186","548","3,056","2,382","579","","(X)","(X)","(X)","(X)","","53,217","27,662","40,608","49,830","67,633","92,270"
"        Margin of Error","","±35","±235","±411","±370","±195","±60","±306","±412","±869","±678","±585","±675","±624","±493","±882","±65","±202","±334","±155","±257","±377","±163","±390","±513","±13","±203","±373","","±361","±427","±805","±280","±392","±785","±319","±330","±196","±109","±109","±19","±166","±187","±178","±36","±36","±30","±419","±352","±125","±365","±354","±176","*****","±204","±185","","(X)","(X)","(X)","(X)","","±1,432","±2,791","±2,910","±2,587","±4,379","±7,167"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.7%","38.5%","37.5%","10.3%","(X)","3.3%","6.0%","26.8%","18.4%","12.5%","18.7%","14.2%","90.6%","32.9%","(X)","92.9%","30.2%","(X)","89.2%","34.6%","(X)","90.2%","31.0%","(X)","90.6%","37.1%","","(X)","93.2%","36.2%","(X)","93.4%","36.6%","(X)","87.3%","13.6%","(X)","84.2%","4.5%","(X)","83.1%","48.9%","(X)","100.0%","0.0%","(X)","65.9%","9.9%","(X)","82.7%","20.7%","(X)","77.9%","18.9%","","28.6%","9.5%","7.5%","2.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±3.3","±5.8","±5.3","±2.8","(X)","±0.6","±0.8","±1.7","±1.3","±1.1","±1.3","±1.2","±0.9","±1.7","(X)","±1.8","±3.2","(X)","±2.8","±3.9","(X)","±1.8","±2.5","(X)","±1.7","±3.2","","(X)","±1.0","±1.9","(X)","±1.0","±2.0","(X)","±4.0","±4.3","(X)","±17.6","±7.6","(X)","±5.8","±7.3","(X)","±71.2","±71.2","(X)","±9.9","±6.2","(X)","±6.5","±6.3","(X)","±6.7","±6.0","","±5.5","±1.8","±2.1","±0.7","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","6,893","711","2,143","2,970","1,069","56,767","1,577","2,983","15,511","9,963","7,673","10,303","8,757","52,207","19,060","10,270","9,774","4,594","9,913","9,247","4,341","21,456","19,408","6,281","15,128","13,778","3,844","","45,092","42,629","15,995","43,979","41,718","15,767","4,988","4,384","927","102","91","0","2,439","1,870","973","16","16","15","1,394","843","347","2,736","2,374","803","3,019","2,496","792","","(X)","(X)","(X)","(X)","","40,895","21,905","28,054","40,430","53,901","67,361"
"        Margin of Error","","±25","±210","±350","±371","±280","±64","±265","±467","±811","±836","±620","±733","±596","±520","±781","±28","±163","±472","±53","±196","±317","±58","±407","±451","±28","±240","±372","","±273","±499","±682","±202","±465","±676","±311","±357","±275","±64","±57","±30","±163","±202","±182","±32","±32","±33","±320","±238","±169","±379","±349","±266","*****","±176","±230","","(X)","(X)","(X)","(X)","","±1,296","±4,307","±2,115","±2,701","±2,873","±6,927"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.3%","31.1%","43.1%","15.5%","(X)","2.8%","5.3%","27.3%","17.6%","13.5%","18.1%","15.4%","92.0%","33.6%","(X)","95.2%","44.7%","(X)","93.3%","43.8%","(X)","90.5%","29.3%","(X)","91.1%","25.4%","","(X)","94.5%","35.5%","(X)","94.9%","35.9%","(X)","87.9%","18.6%","(X)","89.2%","0.0%","(X)","76.7%","39.9%","(X)","100.0%","93.8%","(X)","60.5%","24.9%","(X)","86.8%","29.3%","(X)","82.7%","26.2%","","33.2%","14.5%","10.7%","4.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±3.1","±5.1","±5.4","±4.1","(X)","±0.5","±0.8","±1.4","±1.5","±1.1","±1.3","±1.0","±0.9","±1.4","(X)","±1.5","±4.6","(X)","±1.9","±3.1","(X)","±1.9","±2.1","(X)","±1.6","±2.5","","(X)","±1.0","±1.5","(X)","±1.0","±1.5","(X)","±3.6","±5.2","(X)","±28.7","±29.8","(X)","±6.6","±6.8","(X)","±79.6","±22.4","(X)","±11.9","±10.3","(X)","±5.0","±8.0","(X)","±5.8","±7.6","","±6.2","±2.7","±2.4","±1.1","","(X)","(X)","(X)","(X)","(X)","(X)"
"Schoharie County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","3,101","279","1,039","1,440","343","21,494","542","1,473","7,817","4,110","2,557","2,868","2,127","19,479","4,995","3,103","2,835","855","3,133","2,911","727","8,659","7,874","1,913","6,599","5,859","1,500","","20,243","18,337","4,603","20,028","18,151","4,526","186","155","50","25","25","2","191","182","113","13","7","0","241","208","110","595","565","117","554","471","169","","(X)","(X)","(X)","(X)","","42,796","23,826","37,541","41,932","47,643","69,028"
"        Margin of Error","","±60","±99","±174","±196","±111","±53","±127","±211","±346","±289","±285","±298","±260","±263","±325","±62","±113","±145","±60","±106","±148","±75","±140","±199","±48","±149","±192","","±198","±315","±316","±175","±299","±309","±45","±45","±25","±24","±24","±4","±38","±37","±39","±14","±11","±24","±128","±117","±65","±159","±162","±79","±13","±50","±64","","(X)","(X)","(X)","(X)","","±1,617","±5,649","±4,404","±2,167","±5,737","±8,248"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","9.0%","33.5%","46.4%","11.1%","(X)","2.5%","6.9%","36.4%","19.1%","11.9%","13.3%","9.9%","90.6%","23.2%","(X)","91.4%","27.6%","(X)","92.9%","23.2%","(X)","90.9%","22.1%","(X)","88.8%","22.7%","","(X)","90.6%","22.7%","(X)","90.6%","22.6%","(X)","83.3%","26.9%","(X)","100.0%","8.0%","(X)","95.3%","59.2%","(X)","53.8%","0.0%","(X)","86.3%","45.6%","(X)","95.0%","19.7%","(X)","85.0%","30.5%","","27.4%","11.4%","10.6%","3.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±3.2","±5.7","±6.1","±3.5","(X)","±0.6","±1.0","±1.6","±1.3","±1.3","±1.4","±1.2","±1.2","±1.5","(X)","±3.1","±4.6","(X)","±2.8","±4.6","(X)","±1.6","±2.3","(X)","±2.2","±2.9","","(X)","±1.2","±1.5","(X)","±1.2","±1.5","(X)","±13.5","±10.9","(X)","±63.7","±17.9","(X)","±5.4","±16.0","(X)","±50.8","±88.4","(X)","±14.2","±21.2","(X)","±5.2","±11.4","(X)","±8.7","±11.4","","±5.3","±2.0","±2.6","±1.1","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,567","141","593","719","114","10,695","353","822","4,293","1,899","1,066","1,324","938","9,520","2,262","1,560","1,372","355","1,604","1,434","259","4,312","3,847","827","3,219","2,867","821","","10,101","8,980","2,077","10,011","8,898","2,035","108","88","28","2","2","0","55","55","31","3","3","0","149","134","99","277","258","27","300","262","110","","(X)","(X)","(X)","(X)","","50,931","30,500","43,996","53,601","70,000","85,577"
