"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Less than high school graduate","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Some college or associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"Allegany County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","7,107","288","1,692","4,834","293","30,019","1,057","1,645","10,579","5,694","4,328","3,560","3,156","27,317","6,716","4,489","4,109","1,265","4,697","4,324","1,143","11,989","11,106","2,356","8,844","7,778","1,952","","29,193","26,595","6,442","29,108","26,517","6,412","226","213","37","64","64","0","105","89","45","0","0","0","59","52","27","372","304","165","210","162","92","","(X)","(X)","(X)","(X)","","35,961","27,930","32,030","35,000","36,434","57,482"
"        Margin of Error","","±118","±121","±261","±324","±87","±117","±192","±205","±365","±390","±278","±377","±251","±321","±381","±79","±150","±171","±40","±110","±149","±95","±159","±223","±56","±175","±203","","±59","±292","±370","±41","±289","±367","±103","±94","±22","±25","±25","±27","±74","±67","±45","±27","±27","±27","±34","±32","±27","±93","±95","±77","±25","±38","±35","","(X)","(X)","(X)","(X)","","±1,369","±3,759","±1,460","±2,672","±5,191","±2,850"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","4.1%","23.8%","68.0%","4.1%","(X)","3.5%","5.5%","35.2%","19.0%","14.4%","11.9%","10.5%","91.0%","22.4%","(X)","91.5%","28.2%","(X)","92.1%","24.3%","(X)","92.6%","19.7%","(X)","87.9%","22.1%","","(X)","91.1%","22.1%","(X)","91.1%","22.0%","(X)","94.2%","16.4%","(X)","100.0%","0.0%","(X)","84.8%","42.9%","(X)","-","-","(X)","88.1%","45.8%","(X)","81.7%","44.4%","(X)","77.1%","43.8%","","22.5%","15.2%","11.9%","5.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.7","±3.7","±4.3","±1.2","(X)","±0.6","±0.7","±1.2","±1.3","±0.9","±1.2","±0.8","±1.0","±1.3","(X)","±2.9","±3.7","(X)","±2.1","±3.2","(X)","±1.2","±1.8","(X)","±1.8","±2.3","","(X)","±1.0","±1.3","(X)","±1.0","±1.3","(X)","±10.2","±9.5","(X)","±39.8","±39.8","(X)","±14.8","±19.6","(X)","**","**","(X)","±14.7","±28.9","(X)","±12.2","±15.4","(X)","±15.2","±16.3","","±5.0","±2.0","±1.8","±1.9","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","3,766","116","1,095","2,452","103","14,943","587","912","5,589","2,788","2,150","1,540","1,377","13,444","2,917","2,271","2,071","485","2,338","2,106","388","6,005","5,557","1,060","4,329","3,710","984","","14,542","13,083","2,814","14,520","13,062","2,810","140","127","17","48","48","0","33","28","17","0","0","0","45","41","23","135","117","46","79","76","55","","(X)","(X)","(X)","(X)","","41,957","31,215","37,458","42,275","49,932","72,912"
"        Margin of Error","","±85","±76","±198","±213","±57","±112","±119","±137","±281","±272","±180","±206","±170","±207","±252","±60","±92","±96","±29","±76","±88","±82","±97","±158","±52","±141","±140","","±33","±190","±246","±24","±185","±246","±85","±74","±19","±25","±25","±27","±38","±32","±22","±27","±27","±27","±30","±30","±26","±52","±43","±31","±31","±30","±33","","(X)","(X)","(X)","(X)","","±1,208","±4,694","±2,822","±1,992","±12,973","±7,346"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","3.1%","29.1%","65.1%","2.7%","(X)","3.9%","6.1%","37.4%","18.7%","14.4%","10.3%","9.2%","90.0%","19.5%","(X)","91.2%","21.4%","(X)","90.1%","16.6%","(X)","92.5%","17.7%","(X)","85.7%","22.7%","","(X)","90.0%","19.4%","(X)","90.0%","19.4%","(X)","90.7%","12.1%","(X)","100.0%","0.0%","(X)","84.8%","51.5%","(X)","-","-","(X)","91.1%","51.1%","(X)","86.7%","34.1%","(X)","96.2%","69.6%","","18.9%","12.2%","12.0%","4.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±2.0","±5.3","±5.4","±1.5","(X)","±0.8","±0.9","±1.9","±1.8","±1.2","±1.4","±1.1","±1.2","±1.6","(X)","±3.0","±4.2","(X)","±3.1","±3.8","(X)","±1.4","±2.6","(X)","±2.9","±3.1","","(X)","±1.3","±1.7","(X)","±1.2","±1.7","(X)","±15.4","±14.4","(X)","±46.0","±46.0","(X)","±25.2","±25.4","(X)","**","**","(X)","±11.1","±37.8","(X)","±15.2","±20.3","(X)","±5.0","±29.8","","±5.1","±2.3","±3.2","±1.7","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","3,341","172","597","2,382","190","15,076","470","733","4,990","2,906","2,178","2,020","1,779","13,873","3,799","2,218","2,038","780","2,359","2,218","755","5,984","5,549","1,296","4,515","4,068","968","","14,651","13,512","3,628","14,588","13,455","3,602","86","86","20","16","16","0","72","61","28","0","0","0","14","11","4","237","187","119","131","86","37","","(X)","(X)","(X)","(X)","","30,146","17,439","25,842","29,944","30,000","49,303"
"        Margin of Error","","±119","±99","±124","±210","±58","±88","±108","±118","±252","±264","±193","±252","±158","±180","±274","±52","±82","±126","±31","±57","±95","±73","±117","±142","±25","±85","±152","","±38","±154","±253","±23","±157","±250","±47","±47","±14","±15","±15","±27","±44","±43","±29","±27","±27","±27","±14","±10","±5","±76","±80","±71","±19","±38","±30","","(X)","(X)","(X)","(X)","","±1,662","±5,174","±1,381","±1,992","±4,336","±2,589"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","5.1%","17.9%","71.3%","5.7%","(X)","3.1%","4.9%","33.1%","19.3%","14.4%","13.4%","11.8%","92.0%","25.2%","(X)","91.9%","35.2%","(X)","94.0%","32.0%","(X)","92.7%","21.7%","(X)","90.1%","21.4%","","(X)","92.2%","24.8%","(X)","92.2%","24.7%","(X)","100.0%","23.3%","(X)","100.0%","0.0%","(X)","84.7%","38.9%","(X)","-","-","(X)","78.6%","28.6%","(X)","78.9%","50.2%","(X)","65.6%","28.2%","","26.9%","18.6%","11.7%","7.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±3.0","±3.7","±5.3","±1.7","(X)","±0.7","±0.8","±1.7","±1.8","±1.3","±1.6","±1.1","±1.1","±1.8","(X)","±3.1","±5.6","(X)","±2.1","±4.0","(X)","±1.7","±2.3","(X)","±1.8","±3.3","","(X)","±1.1","±1.7","(X)","±1.1","±1.7","(X)","±33.7","±13.6","(X)","±79.6","±79.6","(X)","±17.4","±25.0","(X)","**","**","(X)","±46.6","±29.1","(X)","±16.1","±20.0","(X)","±25.2","±20.4","","±6.6","±2.6","±2.3","±2.4","","(X)","(X)","(X)","(X)","(X)","(X)"
"Bronx County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","142,886","26,365","40,521","61,762","14,238","959,432","121,703","126,512","267,253","166,244","76,829","128,311","72,580","711,217","200,891","229,070","194,251","58,052","188,206","143,503","42,759","351,141","253,982","67,355","191,015","119,481","32,725","","203,289","157,734","57,878","98,325","86,738","40,758","332,469","267,122","70,667","7,318","4,899","1,051","39,114","29,157","14,755","1,173","961","244","296,632","191,224","37,926","79,437","60,120","18,370","516,409","346,272","77,712","","(X)","(X)","(X)","(X)","","35,140","23,540","30,038","36,655","50,736","69,452"
"        Margin of Error","","±293","±1,429","±1,722","±1,974","±1,073","±292","±3,249","±3,440","±4,539","±3,775","±2,821","±2,799","±2,310","±4,196","±3,234","±296","±1,708","±2,114","±270","±1,672","±1,652","±287","±2,694","±2,169","±140","±1,805","±1,538","","±3,492","±2,744","±1,635","±581","±1,130","±1,194","±2,794","±3,269","±2,324","±888","±704","±319","±860","±1,054","±1,035","±432","±424","±162","±5,008","±4,065","±2,236","±3,883","±3,264","±1,403","*****","±3,921","±2,648","","(X)","(X)","(X)","(X)","","±551","±801","±666","±821","±1,493","±2,056"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","18.5%","28.4%","43.2%","10.0%","(X)","12.7%","13.2%","27.9%","17.3%","8.0%","13.4%","7.6%","74.1%","20.9%","(X)","84.8%","25.3%","(X)","76.2%","22.7%","(X)","72.3%","19.2%","(X)","62.6%","17.1%","","(X)","77.6%","28.5%","(X)","88.2%","41.5%","(X)","80.3%","21.3%","(X)","66.9%","14.4%","(X)","74.5%","37.7%","(X)","81.9%","20.8%","(X)","64.5%","12.8%","(X)","75.7%","23.1%","(X)","67.1%","15.0%","","37.3%","23.9%","18.8%","9.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.0","±1.2","±1.4","±0.8","(X)","±0.3","±0.4","±0.5","±0.4","±0.3","±0.3","±0.2","±0.4","±0.3","(X)","±0.7","±0.9","(X)","±0.9","±0.9","(X)","±0.8","±0.6","(X)","±0.9","±0.8","","(X)","±0.9","±0.8","(X)","±1.0","±1.2","(X)","±0.7","±0.7","(X)","±4.5","±4.0","(X)","±2.0","±2.5","(X)","±10.7","±12.4","(X)","±0.9","±0.7","(X)","±1.7","±1.6","(X)","±0.8","±0.5","","±1.1","±1.0","±0.8","±0.7","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","72,150","14,619","22,583","29,721","5,227","437,123","53,399","58,344","134,611","77,023","30,905","54,882","27,959","325,380","82,841","111,131","93,754","23,585","88,185","66,953","17,491","161,700","116,979","27,922","76,107","47,694","13,843","","94,127","73,853","26,194","47,562","42,090","19,472","148,759","119,376","26,826","3,561","2,424","324","18,512","14,631","7,013","453","410","118","135,010","86,786","14,881","36,701","27,900","7,485","233,476","156,695","30,190","","(X)","(X)","(X)","(X)","","38,238","27,954","33,897","41,117","52,882","69,260"
"        Margin of Error","","±148","±1,046","±1,173","±1,371","±666","±201","±2,011","±2,313","±3,261","±2,992","±1,626","±1,888","±1,616","±2,589","±2,365","±171","±1,132","±1,353","±173","±1,232","±1,155","±227","±1,859","±1,418","±82","±1,150","±880","","±1,701","±1,532","±1,131","±283","±617","±816","±1,665","±1,818","±1,477","±567","±435","±158","±488","±592","±601","±224","±224","±113","±2,778","±2,348","±1,363","±2,398","±1,914","±933","*****","±2,137","±1,738","","(X)","(X)","(X)","(X)","","±797","±1,143","±1,099","±1,260","±2,124","±2,712"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","20.3%","31.3%","41.2%","7.2%","(X)","12.2%","13.3%","30.8%","17.6%","7.1%","12.6%","6.4%","74.4%","19.0%","(X)","84.4%","21.2%","(X)","75.9%","19.8%","(X)","72.3%","17.3%","(X)","62.7%","18.2%","","(X)","78.5%","27.8%","(X)","88.5%","40.9%","(X)","80.2%","18.0%","(X)","68.1%","9.1%","(X)","79.0%","37.9%","(X)","90.5%","26.0%","(X)","64.3%","11.0%","(X)","76.0%","20.4%","(X)","67.1%","12.9%","","30.8%","19.2%","15.0%","9.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.5","±1.6","±1.9","±0.9","(X)","±0.5","±0.5","±0.7","±0.7","±0.4","±0.4","±0.4","±0.6","±0.5","(X)","±1.0","±1.2","(X)","±1.4","±1.3","(X)","±1.1","±0.9","(X)","±1.5","±1.2","","(X)","±1.1","±1.1","(X)","±1.2","±1.7","(X)","±0.9","±1.0","(X)","±6.6","±4.0","(X)","±2.5","±3.0","(X)","±11.9","±22.7","(X)","±1.3","±1.0","(X)","±2.4","±2.4","(X)","±0.9","±0.7","","±1.5","±1.2","±1.2","±1.0","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","70,736","11,746","17,938","32,041","9,011","522,309","68,304","68,168","132,642","89,221","45,924","73,429","44,621","385,837","118,050","117,939","100,497","34,467","100,021","76,550","25,268","189,441","137,003","39,433","114,908","71,787","18,882","","109,162","83,881","31,684","50,763","44,648","21,286","183,710","147,746","43,841","3,757","2,475","727","20,602","14,526","7,742","720","551","126","161,622","104,438","23,045","42,736","32,220","10,885","282,933","189,577","47,522","","(X)","(X)","(X)","(X)","","32,146","19,248","24,842","33,755","49,140","69,592"
"        Margin of Error","","±200","±930","±1,078","±1,141","±746","±244","±2,308","±2,279","±2,969","±2,448","±2,069","±2,512","±1,628","±2,900","±2,220","±198","±1,087","±1,487","±146","±1,377","±1,064","±185","±1,716","±1,434","±152","±1,326","±1,072","","±2,331","±1,822","±1,049","±372","±736","±801","±1,827","±2,146","±1,666","±419","±388","±249","±642","±713","±676","±263","±261","±93","±3,010","±2,895","±1,521","±2,329","±1,943","±979","*****","±2,707","±2,002","","(X)","(X)","(X)","(X)","","±597","±1,129","±903","±1,199","±2,102","±2,829"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","16.6%","25.4%","45.3%","12.7%","(X)","13.1%","13.1%","25.4%","17.1%","8.8%","14.1%","8.5%","73.9%","22.6%","(X)","85.2%","29.2%","(X)","76.5%","25.3%","(X)","72.3%","20.8%","(X)","62.5%","16.4%","","(X)","76.8%","29.0%","(X)","88.0%","41.9%","(X)","80.4%","23.9%","(X)","65.9%","19.4%","(X)","70.5%","37.6%","(X)","76.5%","17.5%","(X)","64.6%","14.3%","(X)","75.4%","25.5%","(X)","67.0%","16.8%","","42.4%","28.5%","21.8%","9.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.3","±1.5","±1.6","±1.1","(X)","±0.4","±0.4","±0.6","±0.5","±0.4","±0.5","±0.3","±0.6","±0.4","(X)","±0.9","±1.3","(X)","±1.4","±1.1","(X)","±0.9","±0.8","(X)","±1.2","±0.9","","(X)","±1.1","±1.0","(X)","±1.2","±1.6","(X)","±0.8","±0.9","(X)","±5.5","±6.1","(X)","±2.4","±3.1","(X)","±15.0","±12.0","(X)","±1.2","±0.9","(X)","±2.2","±2.0","(X)","±1.0","±0.7","","±1.3","±1.3","±1.0","±0.9","","(X)","(X)","(X)","(X)","(X)","(X)"
"Broome County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","28,095","1,899","7,822","14,257","4,117","131,719","4,148","8,265","40,251","23,732","17,245","20,267","17,811","119,306","38,078","22,036","20,327","8,088","21,028","19,394","7,007","50,903","45,517","13,695","37,752","34,068","9,288","","116,874","107,028","34,103","115,401","105,860","33,624","5,916","4,860","924","208","192","33","4,046","3,160","2,047","68","51","10","1,431","1,122","345","3,176","2,893","616","3,945","3,204","947","","(X)","(X)","(X)","(X)","","40,327","23,179","32,070","37,395","52,580","65,343"
"        Margin of Error","","±50","±434","±935","±936","±607","±50","±515","±692","±1,180","±1,088","±912","±992","±1,121","±862","±1,422","±83","±386","±447","±146","±357","±522","±130","±599","±867","±46","±380","±652","","±350","±847","±1,380","±212","±789","±1,349","±350","±398","±238","±67","±62","±28","±106","±227","±244","±62","±46","±15","±272","±280","±197","±426","±411","±170","*****","±190","±277","","(X)","(X)","(X)","(X)","","±1,356","±3,579","±1,185","±1,442","±3,095","±2,192"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","6.8%","27.8%","50.7%","14.7%","(X)","3.1%","6.3%","30.6%","18.0%","13.1%","15.4%","13.5%","90.6%","28.9%","(X)","92.2%","36.7%","(X)","92.2%","33.3%","(X)","89.4%","26.9%","(X)","90.2%","24.6%","","(X)","91.6%","29.2%","(X)","91.7%","29.1%","(X)","82.2%","15.6%","(X)","92.3%","15.9%","(X)","78.1%","50.6%","(X)","75.0%","14.7%","(X)","78.4%","24.1%","(X)","91.1%","19.4%","(X)","81.2%","24.0%","","34.2%","14.8%","13.1%","6.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.5","±3.3","±3.3","±2.2","(X)","±0.4","±0.5","±0.9","±0.8","±0.7","±0.8","±0.9","±0.6","±1.1","(X)","±1.7","±2.1","(X)","±1.5","±2.5","(X)","±1.1","±1.7","(X)","±1.0","±1.7","","(X)","±0.6","±1.2","(X)","±0.7","±1.2","(X)","±3.9","±3.9","(X)","±7.9","±13.0","(X)","±5.2","±5.9","(X)","±30.9","±23.0","(X)","±9.7","±12.2","(X)","±4.3","±5.1","(X)","±4.8","±7.0","","±3.6","±1.4","±1.3","±0.9","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","14,477","1,031","4,449","6,943","2,054","63,773","2,058","4,614","19,541","11,296","7,712","10,318","8,234","57,101","18,552","11,289","10,232","3,987","10,419","9,416","3,026","25,334","22,423","6,688","16,731","15,030","4,851","","56,453","51,092","16,658","55,701","50,555","16,521","2,915","2,415","399","112","106","7","1,921","1,488","1,073","49","40","10","669","514","102","1,654","1,446","303","1,995","1,569","337","","(X)","(X)","(X)","(X)","","44,944","25,683","38,491","43,722","60,610","70,249"
"        Margin of Error","","±37","±285","±646","±781","±421","±37","±358","±536","±902","±843","±605","±677","±750","±658","±899","±24","±334","±325","±121","±284","±274","±121","±425","±564","±34","±322","±377","","±196","±624","±843","±97","±603","±832","±234","±274","±181","±35","±38","±10","±82","±141","±145","±44","±42","±15","±174","±160","±67","±279","±281","±116","*****","±142","±125","","(X)","(X)","(X)","(X)","","±2,077","±3,098","±2,323","±1,980","±5,200","±3,945"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","7.1%","30.7%","48.0%","14.2%","(X)","3.2%","7.2%","30.6%","17.7%","12.1%","16.2%","12.9%","89.5%","29.1%","(X)","90.6%","35.3%","(X)","90.4%","29.0%","(X)","88.5%","26.4%","(X)","89.8%","29.0%","","(X)","90.5%","29.5%","(X)","90.8%","29.7%","(X)","82.8%","13.7%","(X)","94.6%","6.3%","(X)","77.5%","55.9%","(X)","81.6%","20.4%","(X)","76.8%","15.2%","(X)","87.4%","18.3%","(X)","78.6%","16.9%","","33.3%","12.6%","11.7%","6.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
